accuracy,loss,val_accuracy,val_loss
0.7706453204154968,0.4530879259109497,0.6519073843955994,0.6573857069015503
0.8670185804367065,0.29666799306869507,0.6260218024253845,0.7248293161392212
0.9123106002807617,0.21495233476161957,0.6471389532089233,0.9967988729476929
0.9335092902183533,0.16840872168540955,0.5970708727836609,1.0846376419067383
0.9581133723258972,0.12387090921401978,0.6481607556343079,1.031492829322815
0.9716499447822571,0.09543603658676147,0.5837874412536621,1.2333405017852783
0.9782053232192993,0.07328908890485764,0.6376021504402161,1.2635318040847778
0.988421618938446,0.05150163173675537,0.6873297095298767,1.1711472272872925
0.9919121265411377,0.039654575288295746,0.6178473830223083,1.5767953395843506
0.9939553737640381,0.031294919550418854,0.6737056970596313,1.379135012626648
0.9959986209869385,0.02478555589914322,0.6682561039924622,1.7317885160446167
0.9981270432472229,0.01615796983242035,0.6297683715820312,1.6744798421859741
0.9982972741127014,0.014880705624818802,0.6559945344924927,1.6916542053222656
0.9988080859184265,0.011245029978454113,0.5841280817985535,2.1055328845977783
0.9999148845672607,0.006983727216720581,0.6263623833656311,2.1100223064422607
1.0,0.005723919253796339,0.6702997088432312,1.7139308452606201
0.9999148845672607,0.004356549587100744,0.6454359889030457,2.2784605026245117
0.9927635192871094,0.025286026298999786,0.6141008138656616,2.1888396739959717
1.0,0.0028777180705219507,0.6236376166343689,2.258328437805176
1.0,0.0018596337176859379,0.6583787202835083,2.129410982131958
1.0,0.001406214782036841,0.6263623833656311,2.4513328075408936
1.0,0.0011701704934239388,0.6709809303283691,2.170034170150757
1.0,0.0010276481043547392,0.6341961622238159,2.5364913940429688
1.0,0.0008444800623692572,0.6634877324104309,2.355984687805176
1.0,0.0007551938178949058,0.6597411632537842,2.5021026134490967
1.0,0.0005850030574947596,0.6345368027687073,2.7046313285827637
1.0,0.0004333741089794785,0.6253405809402466,2.9157509803771973
1.0,0.00043389078928157687,0.6376021504402161,2.8421380519866943
1.0,0.00031055102590471506,0.6386239528656006,2.891339063644409
1.0,0.0002193422697018832,0.6372615694999695,2.9092981815338135
1.0,0.00017624498286750168,0.627043604850769,3.1393792629241943
1.0,0.00014810894208494574,0.6335150003433228,3.1106631755828857
1.0,0.0001138464140240103,0.6301090121269226,3.292919635772705
1.0,9.908394713420421e-05,0.6450953483581543,3.1915206909179688
0.9844202399253845,0.04222390428185463,0.6348773837089539,2.133835554122925
0.9996594786643982,0.004008149262517691,0.6743869185447693,2.096367359161377
1.0,0.0006337756640277803,0.636239767074585,2.64363169670105
1.0,0.0003447709314059466,0.6314713954925537,2.753290891647339
1.0,0.0002569349599070847,0.638283371925354,2.7932467460632324
1.0,0.00020071050676051527,0.640326976776123,2.825657367706299
1.0,0.00016677670646458864,0.6338555812835693,2.9748313426971436
1.0,0.00013919107732363045,0.6341961622238159,3.0368812084198
1.0,0.00011997296678600833,0.6355586051940918,3.063770294189453
1.0,0.00010279464913764969,0.6440735459327698,3.049565553665161
1.0,8.928249008022249e-05,0.6376021504402161,3.125394105911255
1.0,8.04919473011978e-05,0.6338555812835693,3.223083734512329
1.0,6.81169840390794e-05,0.6355586051940918,3.2704176902770996
1.0,5.9005502407671884e-05,0.6420300006866455,3.2390575408935547
1.0,5.158795102033764e-05,0.638283371925354,3.315842390060425
1.0,4.449889820534736e-05,0.6396457552909851,3.3540432453155518
